D prob percentile
0.01 0.0 0.0
0.02 0.0 0.0
0.03 0.0 0.0
0.04 0.0 0.0
0.05 0.0 0.0
0.060000000000000005 0.0 0.0
0.06999999999999999 0.0 0.0
0.08 0.0 0.0
0.09 0.0 0.0
0.09999999999999999 0.0 0.0
0.11 0.0 0.0
0.12 0.0 0.0
0.13 0.0 0.0
0.14 0.0 0.0
0.15000000000000002 0.0 0.0
0.16 0.0 0.0
0.17 0.0 0.0
0.18000000000000002 0.0 0.0
0.19 0.0 0.0
0.2 0.0 0.0
0.21000000000000002 0.0 0.0
0.22 0.0 0.0
0.23 0.0 0.0
0.24000000000000002 0.0 0.0
0.25 0.0 0.0
0.26 0.0 0.0
0.27 0.0 0.0
0.28 0.0 0.0
0.29000000000000004 0.0 0.0
0.3 0.0 0.0
0.31 0.0 0.0
0.32 0.0 0.0
0.33 0.0 0.0
0.34 0.0 0.0
0.35000000000000003 0.0 0.0
0.36000000000000004 0.0 0.0
0.37 0.0 0.0
0.38 0.0 0.0
0.39 0.0 0.0
0.4 0.0 0.0
0.41000000000000003 0.0 0.0
0.42000000000000004 0.0 0.0
0.43 0.0 0.0
0.44 0.0 0.0
0.45 0.0 0.0
0.46 0.0 0.0
0.47000000000000003 0.0 0.0
0.48000000000000004 0.0 0.0
0.49 0.0 0.0
0.5 0.0 0.0
0.51 0.0 0.0
0.52 0.0 0.0
0.53 0.0 0.0
0.54 0.0 0.0
0.55 0.0 0.0
0.56 0.0 0.0
0.5700000000000001 0.0 0.0
0.5800000000000001 0.0 0.0
0.59 0.0 0.0
0.6 0.0 0.0
0.61 0.0 0.0
0.62 0.0 0.0
0.63 0.0 0.0
0.64 0.0 0.0
0.65 0.0 0.0
0.66 0.0 0.0
0.67 9.3808582013e-314 2.2836e-319
0.68 8.904561473844785e-302 2.357865334344044e-307
0.6900000000000001 2.2779929525438063e-290 6.539434968631233e-296
0.7000000000000001 1.6977020885948397e-279 5.267068183453342e-285
0.7100000000000001 3.961987733164316e-269 1.3245111701280373e-274
0.72 3.0964115494061506e-259 1.112305128250586e-264
0.73 8.626053633285533e-250 3.320899303857705e-255
0.74 9.078564871115066e-241 3.7364425389242733e-246
0.75 3.810644351239809e-232 1.672693444916153e-237
0.76 6.709631157571435e-224 3.1342188355054168e-229
0.77 5.195217230250271e-216 2.577131271505051e-221
0.78 1.848655066059517e-208 9.7192104873262e-214
0.79 3.1503386029407404e-201 1.7521157854993796e-206
0.8 2.672168626557358e-194 1.5694004034881987e-199
0.81 1.1696931048168745e-187 7.242416204929441e-193
0.8200000000000001 2.7333566945521584e-181 1.7814277505790704e-186
0.8300000000000001 3.519998805291918e-175 2.4111983449845844e-180
0.8400000000000001 2.573787094127865e-169 1.8504500516191877e-174
0.85 1.0989189692012848e-163 8.281642812085407e-169
0.86 2.8130222913777935e-158 2.2194028755546875e-163
0.87 4.4255785131261657e-153 3.651270460595672e-158
0.88 4.380276327853661e-148 3.774996606945293e-153
0.89 2.788214625116872e-143 2.5075080033443428e-148
0.9 1.1653489258981045e-138 1.0926010101163025e-143
0.91 3.2613137038977045e-134 3.184954263419391e-139
0.92 6.22531659951518e-130 6.327299048240067e-135
0.93 8.247893534409288e-126 8.71790255621757e-131
0.9400000000000001 7.71084151173205e-122 8.469772162386627e-127
0.9500000000000001 5.1666937895054885e-118 5.8937882941809326e-123
0.9600000000000001 2.5181782355612856e-114 2.9813412732156827e-119
0.97 9.052990396574583e-111 1.1117617678614988e-115
0.98 2.4326428702882873e-107 3.0971467472127653e-112
0.99 4.947591105744024e-104 6.52720686283005e-109
1.0 7.707345424579907e-101 1.0531515911038638e-105
1.01 9.300642387593088e-98 1.3157356815538628e-102
1.02 8.787608275250172e-95 1.2865507097442578e-99
1.03 6.567444230093012e-92 9.947103798231092e-97
1.04 3.9200176701974384e-89 6.140269948473414e-94
1.05 1.8859755014459904e-86 3.0542209358958645e-91
1.06 7.37794535959363e-84 1.2349240876039352e-88
1.07 2.366447561549247e-81 4.092855158991832e-86
1.08 6.27274016140268e-79 1.1207367387302275e-83
1.09 1.3844891785184324e-76 2.5547709052238506e-81
1.1 2.5627824252606226e-74 4.883102391345791e-79
1.11 4.0058583822425095e-72 7.879753548469387e-77
1.12 5.32199754068886e-70 1.0805401129531364e-74
1.1300000000000001 6.0471646825938e-68 1.2670326646731344e-72
1.1400000000000001 5.911614933715355e-66 1.2780162539127482e-70
1.1500000000000001 5.0003432897605674e-64 1.1151981494113166e-68
1.1600000000000001 3.6794605079728576e-62 8.464259491892642e-67
1.17 2.367584125548031e-60 5.616890251331307e-65
1.18 1.3387837709815133e-58 3.275079556974074e-63
1.19 6.684234042366331e-57 1.6858578642331987e-61
1.2 2.960001849419837e-55 7.695869702992931e-60
1.21 1.167641268426138e-53 3.129041986508611e-58
1.22 4.120039270813066e-52 1.1378380530151542e-56
1.23 1.305534908160887e-50 3.7152374695763055e-55
1.24 3.729226817275753e-49 1.093398638751309e-53
1.25 9.637648014794679e-48 2.910956927218174e-52
1.26 2.26130038944084e-46 7.035126773580904e-51
1.27 4.833155614472877e-45 1.5485952481098746e-49
1.28 9.440161989597895e-44 3.114763684822694e-48
1.29 1.6902010781806387e-42 5.74206459439383e-47
1.3 2.7821956218976845e-41 9.73077473496566e-46
1.31 4.2223667690381066e-40 1.5201703701149647e-44
1.32 5.92410638825038e-39 2.1952434913945288e-43
1.33 7.704087115667331e-38 2.938001896389835e-42
1.34 9.309775422971272e-37 3.6533321457650993e-41
1.35 1.0479066638204289e-35 4.2309725689610746e-40
1.36 1.1012260154406612e-34 4.5741552299581785e-39
1.37 1.0828470124667768e-33 4.6266661234109916e-38
1.3800000000000001 9.984442335620273e-33 4.387750601398985e-37
1.3900000000000001 8.650486113057523e-32 3.909550438061136e-36
1.4000000000000001 7.05630461055686e-31 3.279318852047994e-35
1.4100000000000001 5.4295275237304475e-30 2.5944240000851103e-34
