D prob percentile
0.01 0.0 0.0
0.02 0.0 0.0
0.03 0.0 0.0
0.04 0.0 0.0
0.05 0.0 0.0
0.060000000000000005 0.0 0.0
0.06999999999999999 0.0 0.0
0.08 0.0 0.0
0.09 0.0 0.0
0.09999999999999999 0.0 0.0
0.11 0.0 0.0
0.12 0.0 0.0
0.13 0.0 0.0
0.14 0.0 0.0
0.15000000000000002 0.0 0.0
0.16 0.0 0.0
0.17 0.0 0.0
0.18000000000000002 1.1299587351914281e-299 9.137459065663559e-306
0.19 5.617994952115393e-267 5.687792100090324e-273
0.2 3.622478678478077e-239 4.470028790636592e-245
0.21000000000000002 2.510466204309842e-215 3.6956912338953896e-221
0.22 9.66103859568206e-195 1.6679792779187147e-200
0.23 7.505065779933843e-177 1.4992215510215152e-182
0.24000000000000002 3.28207766256723e-161 7.505029950213856e-167
0.25 1.840215220847459e-147 4.776226065096194e-153
0.26 2.5765025641501742e-135 7.539344993341093e-141
0.27 1.5527400421775496e-124 5.094853346222599e-130
0.28 6.305334046822737e-115 2.3095718511763596e-120
0.29000000000000004 2.50159194727635e-106 1.0190333502741218e-111
0.3 1.3221692929073497e-98 5.969975343779875e-104
0.31 1.2078215188826012e-91 6.027100636392755e-97
0.32 2.3761539593432174e-85 1.3067859811977292e-90
0.33 1.213414240303322e-79 7.335610372407076e-85
0.34 1.886385238649849e-74 1.2504901334917927e-79
0.35000000000000003 1.0235344889755011e-69 7.422392233210498e-75
0.36000000000000004 2.1805293647565523e-65 1.7258493765036543e-70
0.37 2.0195020507856178e-61 1.7407254839423612e-66
0.38 8.883170722951439e-58 8.321115843316966e-63
0.39 2.0045886095672649e-54 2.036506279835537e-59
0.4 2.4826640412921174e-51 2.7301169291893917e-56
0.41000000000000003 1.7904773634327096e-48 2.127289655711306e-53
0.42000000000000004 7.921935823740586e-46 1.0151030887388956e-50
0.43 2.2517325139202513e-43 3.1065385486413424e-48
0.44 4.2830611163120935e-41 6.351663475100837e-46
0.45 5.653199200808544e-39 8.997531119974799e-44
0.46 5.347697404767464e-37 9.121015003307341e-42
0.47000000000000003 3.731649774993637e-35 6.810878085746107e-40
0.48000000000000004 1.971115804915813e-33 3.844540835405591e-38
0.49 8.066106305195455e-32 1.6790155956041758e-36
0.5 2.6109929389764217e-30 5.793032742723485e-35
0.51 6.812278617229802e-29 1.6090687970355136e-33
0.52 1.4570956241214963e-27 3.65969395022223e-32
0.53 2.594510540064197e-26 6.921468361803301e-31
0.54 3.8997277127038776e-25 1.1038058442237636e-29
0.55 5.010827673720984e-24 1.503245629237602e-28
0.56 5.567634264652583e-23 1.7685435750417474e-27
0.5700000000000001 5.40586105008928e-22 1.816403007306807e-26
0.5800000000000001 4.630651757784344e-21 1.6443103551762973e-25
0.59 3.530175715451042e-20 1.3235429594873596e-24
0.6 2.4143541851118105e-19 9.549077433084177e-24
0.61 1.4922476547534957e-18 6.220868584662407e-23
0.62 8.391514165800746e-18 3.6841968004624184e-22
0.63 4.3200414850647286e-17 1.9958899568247115e-21
0.64 2.0476653447750023e-16 9.947599084087005e-21
0.65 8.983288532204899e-16 4.585427253349924e-20
0.66 3.66541449604928e-15 1.964431618602413e-19
0.67 1.3972315943905714e-14 7.856787283173293e-19
0.68 4.996567910936966e-14 2.945868661145671e-18
0.6900000000000001 1.6826777337766307e-13 1.0394848146009651e-17
0.7000000000000001 5.355526233061666e-13 3.464285250109888e-17
0.7100000000000001 1.6162579963318535e-12 1.0940643195607248e-16
0.72 4.639382441225334e-12 3.2843299404443523e-16
0.73 1.2702553062662049e-11 9.398810539950435e-16
0.74 3.326274185216405e-11 2.5708859708365773e-15
0.75 8.350979871983827e-11 6.7384378242904104e-15
0.76 2.0148049385350626e-10 1.696337224616583e-14
0.77 4.681466405953648e-10 4.1104074368374416e-14
0.78 1.04968705706885e-09 9.606357139767382e-14
0.79 2.275546714972272e-09 2.169493053237773e-13
0.8 4.777780390671452e-09 4.743024287351901e-13
0.81 9.731934379460708e-09 1.0054793738694336e-12
0.8200000000000001 1.9260957685351463e-08 2.070092829803818e-12
0.8300000000000001 3.709316226310464e-08 4.145163268886976e-12
0.8400000000000001 6.960494540471146e-08 8.083998053684775e-12
0.85 1.2743060726780082e-07 1.537464485119398e-11
0.86 2.2788655831806867e-07 2.8550023964434512e-11
0.87 3.9853631767108594e-07 5.1823580799219226e-11
0.88 6.823158648802821e-07 9.205259444172115e-11
0.89 1.1447448850399983e-06 1.601671616133651e-10
0.9 1.883865645889342e-06 2.732472326626489e-10
0.91 3.0436736011789078e-06 4.574835403578339e-10
0.92 4.831926792258373e-06 7.523211000292871e-10
0.93 7.5433378499630255e-06 1.2161559648022608e-09
0.9400000000000001 1.1589254950509957e-05 1.9340363207076367e-09
0.9500000000000001 1.7535017863004435e-05 3.0279064003469082e-09
0.9600000000000001 2.614622350226232e-05 4.670024014700508e-09
0.97 3.844514385400564e-05 7.1002770321215785e-09
0.98 5.57785004793609e-05 1.064821755554385e-08
0.99 7.989770833936134e-05 1.576072105001223e-08
1.0 0.00011305255381425021 2.3036257083216813e-08
1.01 0.00015809906641850777 3.326682431125612e-08
1.02 0.00021862208244755006 4.7488650538211184e-08
1.03 0.000299072686051419 6.704278499868853e-08
1.04 0.0004049203561301763 9.36467107945907e-08
1.05 0.0005428192555380796 1.2947807763464553e-07
1.06 0.0007207876839516451 1.7727159645804163e-07
1.07 0.0009483992904896504 2.4043004690215097e-07
1.08 0.0012369842207657852 3.231502256053207e-07
1.09 0.001599837969764222 4.305645090538217e-07
1.1 0.0020524353406358034 5.688985205110831e-07
1.11 0.0026126465831147546 7.456451802502554e-07
1.12 0.0033009525151339813 9.697551847716151e-07
1.1300000000000001 0.00414065522679236 1.2518437093470854e-06
1.1400000000000001 0.005158080834230659 1.6044128638654445e-06
1.1500000000000001 0.006382770696836241 2.0420891608555693e-06
1.1600000000000001 0.007847657536561152 2.5818749816315202e-06
